,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,characteristics_ch1.2,treatment_protocol_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,description.1,data_processing,data_processing.1,platform_id,contact_name,contact_email,contact_department,contact_institute,contact_address,contact_city,contact_zip/postal_code,contact_country,supplementary_file,supplementary_file.1,data_row_count,relation,material:ch1,methylation class:ch1,tissue:ch1,gender,sex
GSM2940810,"GBM, RTK II, sample 86 [validation set]",GSM2940810,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 86,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940810/suppl/GSM2940810_101231000014_R04C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940810/suppl/GSM2940810_101231000014_R04C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,M,1
GSM2940812,"GBM, G34, sample 88 [validation set]",GSM2940812,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, G34",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 88,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940812/suppl/GSM2940812_200277210030_R05C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940812/suppl/GSM2940812_200277210030_R05C01_Red.idat.gz,0,,DNA_FFPE,"GBM, G34",brain tumor,M,1
GSM2940813,"GBM, MES, sample 89 [validation set]",GSM2940813,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 89,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940813/suppl/GSM2940813_200277210056_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940813/suppl/GSM2940813_200277210056_R01C01_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,F,2
GSM2940818,"GBM, MYCN, sample 94 [validation set]",GSM2940818,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MYCN",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 94,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940818/suppl/GSM2940818_200277210056_R04C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940818/suppl/GSM2940818_200277210056_R04C02_Red.idat.gz,0,,DNA_FFPE,"GBM, MYCN",brain tumor,M,1
GSM2940820,"GBM, RTK I, sample 96 [validation set]",GSM2940820,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK I",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 96,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940820/suppl/GSM2940820_200277210056_R05C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940820/suppl/GSM2940820_200277210056_R05C02_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK I",brain tumor,M,1
GSM2940822,"GBM, MES, sample 98 [validation set]",GSM2940822,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 98,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940822/suppl/GSM2940822_200277210073_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940822/suppl/GSM2940822_200277210073_R01C01_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,M,1
GSM2940838,"GBM, MES, sample 114 [validation set]",GSM2940838,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 114,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940838/suppl/GSM2940838_200325530024_R05C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940838/suppl/GSM2940838_200325530024_R05C01_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,M,1
GSM2940842,"GBM, RTK II, sample 118 [validation set]",GSM2940842,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 118,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940842/suppl/GSM2940842_200325530048_R05C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940842/suppl/GSM2940842_200325530048_R05C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,F,2
GSM2940850,"GBM, RTK I, sample 126 [validation set]",GSM2940850,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK I",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 126,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940850/suppl/GSM2940850_200325530166_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940850/suppl/GSM2940850_200325530166_R01C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK I",brain tumor,M,1
GSM2940855,"GBM, RTK II, sample 131 [validation set]",GSM2940855,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 131,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940855/suppl/GSM2940855_200325530166_R05C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940855/suppl/GSM2940855_200325530166_R05C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,M,1
GSM2940856,"GBM, MID, sample 132 [validation set]",GSM2940856,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MID",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 132,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940856/suppl/GSM2940856_200325530166_R05C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940856/suppl/GSM2940856_200325530166_R05C02_Red.idat.gz,0,,DNA_FFPE,"GBM, MID",brain tumor,F,2
GSM2940858,"GBM, RTK II, sample 134 [validation set]",GSM2940858,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 134,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940858/suppl/GSM2940858_200360420061_R05C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940858/suppl/GSM2940858_200360420061_R05C02_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,F,2
GSM2940863,"GBM, RTK II, sample 139 [validation set]",GSM2940863,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 139,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940863/suppl/GSM2940863_200360420062_R06C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940863/suppl/GSM2940863_200360420062_R06C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,F,2
GSM2940872,"GBM, MID, sample 148 [validation set]",GSM2940872,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MID",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 148,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940872/suppl/GSM2940872_200362700196_R01C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940872/suppl/GSM2940872_200362700196_R01C02_Red.idat.gz,0,,DNA_FFPE,"GBM, MID",brain tumor,F,2
GSM2940876,"GBM, MYCN, sample 152 [validation set]",GSM2940876,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MYCN",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 152,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940876/suppl/GSM2940876_200362700196_R04C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940876/suppl/GSM2940876_200362700196_R04C01_Red.idat.gz,0,,DNA_FFPE,"GBM, MYCN",brain tumor,M,1
GSM2940882,"GBM, RTK II, sample 158 [validation set]",GSM2940882,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 158,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940882/suppl/GSM2940882_200394870010_R01C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940882/suppl/GSM2940882_200394870010_R01C02_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,F,2
GSM2940883,"GBM, RTK II, sample 159 [validation set]",GSM2940883,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 159,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940883/suppl/GSM2940883_200394870010_R03C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940883/suppl/GSM2940883_200394870010_R03C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,M,1
GSM2940897,"GBM, MES, sample 173 [validation set]",GSM2940897,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 173,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940897/suppl/GSM2940897_200394970064_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940897/suppl/GSM2940897_200394970064_R01C01_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,M,1
GSM2940898,"GBM, MES, sample 174 [validation set]",GSM2940898,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 174,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940898/suppl/GSM2940898_200394970064_R02C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940898/suppl/GSM2940898_200394970064_R02C01_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,F,2
GSM2940913,"GBM, RTK II, sample 189 [validation set]",GSM2940913,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 189,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940913/suppl/GSM2940913_200400320088_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940913/suppl/GSM2940913_200400320088_R01C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,F,2
GSM2940917,"GBM, MES, sample 193 [validation set]",GSM2940917,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 193,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940917/suppl/GSM2940917_200400320088_R03C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940917/suppl/GSM2940917_200400320088_R03C02_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,M,1
GSM2940922,"GBM, RTK I, sample 198 [validation set]",GSM2940922,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK I",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 198,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940922/suppl/GSM2940922_200406080086_R02C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940922/suppl/GSM2940922_200406080086_R02C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK I",brain tumor,M,1
GSM2940928,"GBM, MES, sample 204 [validation set]",GSM2940928,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 204,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940928/suppl/GSM2940928_200486890026_R01C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940928/suppl/GSM2940928_200486890026_R01C02_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,F,2
GSM2940932,"GBM, MES, sample 208 [validation set]",GSM2940932,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 208,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940932/suppl/GSM2940932_3998523002_R05C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2940nnn/GSM2940932/suppl/GSM2940932_3998523002_R05C02_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,F,2
